PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
	Megalopsallus	rubricornis	USA	California	Mono	1 mi S of Bridgeport	38.24137	-119.23028	09 Jul 1973		J. D. Pinto	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Sarcobataceae	Sarcobatus	sp.				associated with			NO
	Megalopsallus	rubricornis	USA	California	Mono	1 mi S of Bridgeport	38.24137	-119.23028	09 Jul 1973		J. D. Pinto	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Sarcobataceae	Sarcobatus	sp.				associated with			NO
	Megalopsallus	sarcobati	USA	California	Mono	1.3 mi N of Oasis, Fish Lake Valley	37.50657	-117.91472	10 Jun 1976		J. D. Pinto	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Megalopsallus	sarcobati	USA	California	Mono	1.3 mi N of Oasis, Fish Lake Valley	37.50657	-117.91472	10 Jun 1976		J. D. Pinto	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	schuhi	USA	California	Mono	10 mi NE of Bishop	37.46583	-118.26537	03 Jun 1975		J. D. Pinto	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	10							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	schuhi	USA	California	Mono	10 mi NE of Bishop	37.46583	-118.26537	03 Jun 1975		J. D. Pinto	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Megalopsallus	punctipes	USA	California	Mono	10 mi NE of Bishop	37.46583	-118.26537	21 Jun 1978		J. D. Pinto	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	4							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Amaranthaceae	Atriplex	sp.				associated with			NO
	Megalopsallus	punctipes	USA	California	Mono	10 mi NE of Bishop	37.46583	-118.26537	21 Jun 1978		J. D. Pinto	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Amaranthaceae	Atriplex	sp.				associated with			NO
	Oligotylus	maneadero	USA	California	Monterey	6.5 mi S of Big Sur	36.17631	-121.80639	30 Apr 1977		A. J. Mayor	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	15							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Rhamnaceae	Ceanothus	sp.				associated with			NO
	Oligotylus	maneadero	USA	California	Monterey	6.5 mi S of Big Sur	36.17631	-121.80639	30 Apr 1977		A. J. Mayor	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	12							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Rhamnaceae	Ceanothus	sp.				associated with			NO
	Tuxedo	cruralis	USA	California	Monterey	6.5 mi S of Big Sur	36.17631	-121.80639	30 Apr 1977		A. J. Mayor	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	8							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Rhamnaceae	Ceanothus	sp.				associated with			NO
	Tuxedo	cruralis	USA	California	Monterey	6.5 mi S of Big Sur	36.17631	-121.80639	30 Apr 1977		A. J. Mayor	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	8							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Rhamnaceae	Ceanothus	sp.				associated with			NO
	Xyphon	fulgida	USA	California	Monterey	Spreckels	36.62190	-121.64690	17 May 1918		C. F. Stahl	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					corrected spelling from label which reads Sprekles- ER		Unknown	Pinned	1	Gazetteer						NO	NO	NO	NO	NO		UCRC ENT 145034	Cicadellidae	Cicadellinae	Cicadellini												NO
	Xyphon	fulgida	USA	California	Monterey	Spreckels	36.62190	-121.64690	17 May 1918		C. F. Stahl	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					corrected spelling from label which reads Sprekles- ER		Unknown	Pinned	1	Gazetteer						NO	NO	NO	NO	NO		UCRC ENT 145033	Cicadellidae	Cicadellinae	Cicadellini												NO
	Lepidargyrus	ancorifer	USA	California	Napa	Spanish Flat, 3 mi W Coppel Creek	38.53528	-122.22389	11 Jun 1984		John D. Pinto	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Pseudoepameibaphis	glauca	USA	California	Nevada	Truckee	39.32806	-120.18222	14 Jun 1940		W. W. S.	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	Sampson				added Nevada county		Unknown	Slide	4							NO	NO	NO	NO	NO		UCR-ERM-aph-0002060	Aphididae	Aphidinae	Macrosiphini			Asteraceae	Artemisia	tridentata			sagebrush	associated with			NO
	Metopolophium	dirhodum	USA	California	Orange	Fullerton	33.87028	-117.92444	19 Feb 1953		R. C. D.	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.C. Dickson						Unknown	Slide	4							NO	NO	NO	NO	NO		UCR-ERM-aph-0000016	Aphididae	Aphidinae	Macrosiphini			Poaceae	Hordeum	glaucum				associated with			NO
	Metopolophium	dirhodum	USA	California	Orange	Fullerton	33.87028	-117.92444	19 Feb 1953		R. C. D.	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R. C. Dickson						Unknown	Slide	4							NO	NO	NO	NO	NO		UCR-ERM-aph-0000018	Aphididae	Aphidinae	Macrosiphini												NO
	Europiella	decolor	USA	California	Orange	Peralta Hills	33.84444	-117.81694	07 May 1948		R. A. Flock	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Asteraceae	Artemisia	vulgaris				associated with			NO
	Spanagonicus	albofasciatus	USA	California	Orange	Santa Ana	33.74556	-117.86694	29 Jul 1953		R. van den Bosch	Adult sex unknown	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini								bean	associated with			NO
	Metopolophium	dirhodum	USA	California	Orange	Santa Ana	33.74556	-117.86694	10 Feb 1953		R. C. D.	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R. C. Dickson						Unknown	Slide	3							NO	NO	NO	NO	NO		UCR-ERM-aph-0000017	Aphididae	Aphidinae	Macrosiphini			Poaceae	Avena	fatua				associated with			NO
	Acyrthosiphon (Acyrthosiphon)	kondoi	USA	California	Orange	Irvine	33.66944	-117.82222	MAY 1990		L. Sanchez	Adult Female	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					Uncertainty: 11562 m		Unknown	Slide	1	GeoLocate Software						NO	NO	NO	NO	NO		UCR-ERM-aph-0000146	Aphididae	Aphidinae	Macrosiphini												NO
	Acyrthosiphon (Acyrthosiphon)	kondoi	USA	California	Orange	Irvine	33.66944	-117.82222	APR 1990		L. Sanchez	Adult Female	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None				Unknown Determination	Uncertainty: 11562 m		Unknown	Slide	1	GeoLocate Software						NO	NO	NO	NO	NO		UCR-ERM-aph-0000147	Aphididae	Aphidinae	Macrosiphini			Fabaceae	Astragalus				prairie clover	associated with			NO
	Aphis (Aphis)	heraclella	USA	California	Orange	Capistrano Beach	33.46250	-117.67083	26 Feb 1961		R.C.D	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.C. Dickson				Uncertainty: 5100 m		Unknown	Slide	3	GeoLocate Software						NO	NO	NO	NO	NO		UCR-ERM-aph-0001006	Aphididae	Aphidinae	Aphidini			Apiaceae	Foeniculum	vulgare				associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038774	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038775	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038776	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038777	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038778	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038779	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)	2 specimens			Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038780	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038781	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038782	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038783	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038784	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038785	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Ctenarytaina	eucalypti	USA	California	Orange	Irvine: Northwood Village	33.72611	-117.75611	26 Mar 2000		S. Triapitsyn	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	S. V. Triapitsyn	2000	Ctenarytaina eucalypti (Maskell)				Unknown	Pinned	1							NO	NO	NO	NO	NO		UCR Ent. Res. Mus. UCRC ENT 00038786	Aphalaridae	Spondyliaspidinae	Spondyliaspidinae_none			Myrtaceae	Eucalyptus	globulus			blue gum	associated with			NO
	Neaethus	perlucidus	USA	California	Orange	Audubon Starr Ranch Sanctuary			29 Oct 1999		K. T. Stockwell	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO		UCRC_ENT 00037943	Tropiduchidae	Tambiniinae	Gaetuliini			Asteraceae	Ambrosia	confertiflora				associated with			NO
	Aphis (Aphis)	heraclella	USA	California	Plumas	Onion Valley	39.79583	-120.88194	14 Jul 1961		R. udBasch	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.C.D	1962		Mount written H.R.L. Then by C. Lagace in 1961	GNIS coord.		Unknown	Slide	3	Gazetteer		1918	6293	Gazetteer		NO	NO	NO	NO	NO		UCR-ERM-aph-0001007	Aphididae	Aphidinae	Aphidini			Apiaceae	Foeniculum					associated with			NO
	Spanagonicus	albofasciatus	USA	California	Riverside	1 mi W of Kennedy Ranch, Jefferson Street	33.66213	-116.27512	10 Aug 1963		H. T. Reynolds	Adult sex unknown	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					Coordinates deleted as obviously erroneous (JSA); best guess recorded here - MDS		Unknown	Pinned	1	Google Earth		6	20	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Malvaceae					cotton	associated with			NO
	Plagiognathus	moerens	USA	California	Riverside	12 mi NW of Oak Grove on Hwy 79	33.46589	-116.92495	05 Apr 1969		S. Frommer et al.	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
