PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
UCR_ENT 00024883	Triatoma	protracta	USA	California	San Diego	Boulevard	32.66367	-116.27362	20 Jul 1979		R. Messner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					Geonames		Unknown	Pinned	1			1019	3343	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024884	Triatoma	protracta	USA	California	San Diego	El Capitan Reservoir, W entrance	32.88212	-116.80924	27 Aug 1980		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					labeled as El Capitan Res., W. ent.		Unknown	Pinned	1	Google Earth		239	785	Google Earth		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024885	Triatoma	protracta	USA	California	San Diego	San Diego County, unspecified locality	32.73422	-117.15070	05 Aug 1976		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					coordinates and elev for San Diego, county seat - MDS		Unknown	Pinned	1	Google Earth		79	260	Google Earth		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024886	Triatoma	protracta	USA	California	San Diego	Escondido, Lake Dixon	33.09300	-117.02330	08 Jun 1981		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			310	1017	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024887	Triatoma	protracta	USA	California	San Diego	Escondido, Lake Dixon	33.09300	-117.02330	08 Jun 1981		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			310	1017	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024888	Triatoma	protracta	USA	California	San Diego	Boulevard-Manzanita	32.39490	-116.16250	01 Sep 1980		R. Messner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1022	3353	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024889	Triatoma	protracta	USA	California	San Diego	Jacumba	32.37030	-116.11230	20 Jun 1978		Brown and Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024890	Triatoma	protracta	USA	California	San Diego	Boulevard	32.66367	-116.27362	20 Sep 1980		Brown and Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					Geonames		Unknown	Pinned	1			1019	3343	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024891	Triatoma	protracta	USA	California	San Diego	Cibbets Flat Campground, Laguna Mountains	32.46380	-116.26480	26 Jun 1981		Evans, Bellamy, & Smith	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1265	4150	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024892	Triatoma	protracta	USA	California	San Diego	2 mi. E. Jacumba	32.37030	-116.11230	17 Apr 1986		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024893	Triatoma	protracta	USA	California	San Diego	Ocean Beach	32.44400	-117.15430	05 Dec 1985		Brown and Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024894	Triatoma	protracta	USA	California	San Diego	Jacumba	32.37030	-116.11230	26 Jul 1980		Brown and Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024895	Triatoma	protracta	USA	California	San Diego	Jacumba	32.37030	-116.11230	20 Jun 1978		Brown and Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024896	Triatoma	protracta	USA	California	San Diego	Jacumba	32.37030	-116.11230	26 Jul 1980		Brown and Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024897	Triatoma	protracta	USA	California	San Diego	Boulevard-Manzanita	32.39490	-116.16250	10 Oct 1980		R. Messner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1022	3353	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024898	Triatoma	protracta	USA	California	San Diego	Alpine	32.50060	-116.45590	10 Jul 1989		J. Mitchell	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			559	1834	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024899	Triatoma	protracta	USA	California	San Diego	Boulevard-Manzanita	32.39490	-116.16250	05 Oct 1979		R. Messner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1022	3353	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024900	Triatoma	protracta	USA	California	San Diego	Del Cerro	32.47030	-117.04130	20 Jul 1976		L. McElfresh	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			131	430	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024901	Triatoma	protracta	USA	California	Los Angeles	Juniper Hills	34.26390	-117.56070	21 May 1961		none	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1324	4344	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024903	Triatoma	protracta	USA	California	San Diego	Lake Hodges	33.02420	-117.07430	24 Aug 1976		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			67	220	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024904	Triatoma	protracta	USA	California	San Diego	San Vicente Reservoir	32.54440	-116.55300	19 Aug 1976		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					labeled as San Vicente Res.		Unknown	Pinned	1			204	669	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024905	Triatoma	protracta	USA	California	San Diego	Boulevard-Manzanita	32.39490	-116.16250	29 Jul 1979		R. Messner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1022	3353	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024906	Triatoma	protracta	USA	California	San Diego	Lake Hodges	33.02420	-117.07430	24 Aug 1976		D. Faulkner	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			67	220	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024907	Triatoma	protracta	USA	California	Los Angeles	Juniper Hills	34.26390	-117.56070	21 May 1961		none	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1324	4344	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024908	Triatoma	protracta	USA	California	San Diego	Boulevard	32.66367	-116.27362	26 Aug 1979		R. Messner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					Geonames		Unknown	Pinned	1			1019	3343	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024909	Triatoma	protracta	USA	California	San Diego	Jacumba Interstate 8	32.37030	-116.11230	07 Feb 1978		D. Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024910	Triatoma	protracta	USA	California	San Diego	Santee	32.83800	-116.97300	15 Aug 1986		Y. Olswick	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1	Google Earth		105	345	Google Earth		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024911	Triatoma	protracta	USA	California	San Diego	Escondido, Lake Dixon	33.09300	-117.02330	08 Jun 1981		D. Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			310	1017	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024912	Triatoma	protracta	USA	California	San Diego	San Diego County, unspecified locality	32.73422	-117.15070	no date provided		none	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					coordinates and elev for San Diego, county seat - MDS		Unknown	Pinned	1	Google Earth		79	260	Google Earth		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024913	Triatoma	protracta	USA	California	San Diego	Miramar	32.53370	-117.07060	20 Mar 1940		Nelson Ingersoll	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			155	509	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024914	Triatoma	protracta	USA	California	San Diego	Alpine	32.50060	-116.45590	10 Jul 1989		J. Mitchell	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			559	1834	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024915	Triatoma	protracta	USA	California	San Diego	1 mi. W. Jacumba	32.37030	-116.11230	12 Jul 1977		Lee Guidry	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024916	Triatoma	protracta	USA	California	San Diego	Descanso	32.51100	-116.36570	11 Aug 1987		Brown and Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1034	3392	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024917	Triatoma	protracta	USA	California	San Diego	Encinitas	33.02130	-117.17310	16 Aug 1966		D. Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			25	82	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024918	Triatoma	protracta	USA	California	San Diego	El Capitan Reservoir, W entrance	32.88212	-116.80924	27 Aug 1980		D. Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None					labeled as El Capitan Res., W. ent.		Unknown	Pinned	1	Google Earth		239	785	Google Earth		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024919	Triatoma	protracta	USA	California	San Diego	Alpine	32.50060	-116.45590	12 May 1991		J. Mitchell	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			559	1834	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024920	Triatoma	protracta	USA	California	San Diego	Alpine	32.50060	-116.45590	12 Jul 1990		J. Mitchell	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			559	1834	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024921	Triatoma	protracta	USA	California	San Diego	Alpine	32.50060	-116.45590	12 Jul 1990		J. Mitchell	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			559	1834	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024922	Triatoma	protracta	USA	California	San Diego	Lakeside	32.85800	-116.92200	10 Sep 1991		Brown and Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1	Google Earth			411	Google Earth		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024923	Triatoma	protracta	USA	California	San Diego	Jacumba Interstate 8	32.37030	-116.11230	05 Aug 1981		Brown and Faulkner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024924	Triatoma	protracta	USA	California	San Diego	Boulevard-Manzanita	32.39490	-116.16250	10 Sep 1979		R. Messner	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			1022	3353	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024925	Triatoma	protracta	USA	California	San Diego	Alpine	32.50060	-116.45590	10 Jul 1989		J. Mitchell	Adult Female	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			559	1834	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024926	Triatoma	protracta	USA	California	San Diego	2 mi. E. Jacumba	32.37030	-116.11230	17 Apr 1986		D. Faulkner	Juvenile sex unknown	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1			861	2825	Unknown		NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024927	Triatoma	protracta	USA	California	Unknown	Randbure	35.42190	-117.69170	31 Oct 1936		C. R. Wadsworth	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None				Series			Unknown	Pinned	1							NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
UCR_ENT 00024928	Triatoma	protracta	USA	California	Unknown	Randbure	35.42190	-117.69170	31 Oct 1936		C. R. Wadsworth	Adult Male	SDNH	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None				Series			Unknown	Pinned	1							NO	NO	NO	NO	NO			Reduviidae	Triatominae	Triatomini												NO
