PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
AMNH_ENT 00106530	Hoplomachidea	consors	USA	California	San Bernardino	Carsons Wells	34.42670	-114.81997	04 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1	Google Earth		584	1915	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106531	Hoplomachidea	consors	USA	California	San Bernardino	Carsons Wells	34.42670	-114.81997	04 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1	Google Earth		584	1915	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106532	Hoplomachidea	consors	USA	California	San Bernardino	Carsons Wells	34.42670	-114.81997	04 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1	Google Earth		584	1915	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106533	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106534	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106535	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106536	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106537	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106538	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106539	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106540	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106541	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106542	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106543	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106544	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106545	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106546	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106547	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106548	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106549	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106550	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106551	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106552	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106553	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106554	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106555	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106556	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106557	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106558	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106559	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106560	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106561	Hoplomachidea	consors	USA	California	San Bernardino	3 mi S of Kramer Junction	34.95106	-117.58500	06 Apr 1966		R.O. Schuster	Adult Female	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106770	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106771	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106772	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106773	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106774	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106775	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106776	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106777	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106778	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106779	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106780	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
AMNH_ENT 00106781	Hoplomachidea	consors	USA	California	San Bernardino	Kramer Hills	34.99444	-117.58500	18 Apr 1962		M.E. Irwin	Adult Male	UCD	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.T. Schuh	2013					Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
